input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tech_,cdn_name,webserver,cdn,csp_domains_,final_url
centralbankwa.blendlabs.com,Not Found,404,12379,centralbankwa.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,centralbankwa.blendlabs.com,443,https://centralbankwa.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
centraltrustbank.beta.blendlabs.com,,200,117852,centraltrustbank.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,centraltrustbank.beta.blendlabs.com,443,https://centraltrustbank.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://app.mode.com,
centraltrustbank.blendlabs.com,Not Found,404,12379,centraltrustbank.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,centraltrustbank.blendlabs.com,443,https://centraltrustbank.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
cfbank.beta.blendlabs.com,,200,117391,cfbank.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,cfbank.beta.blendlabs.com,443,https://cfbank.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://connect2.finicity.com,
cfbank.blendlabs.com,Not Found,404,12379,cfbank.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,cfbank.blendlabs.com,443,https://cfbank.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
cfmortgagecorp.beta.blendlabs.com,,200,135250,cfmortgagecorp.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,cfmortgagecorp.beta.blendlabs.com,443,https://cfmortgagecorp.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-783745536,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://connect2.finicity.com,
challenge.beta.blendlabs.com,,400,28,challenge.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,challenge.beta.blendlabs.com,443,https://challenge.beta.blendlabs.com:443,https,text/html,GET,54.198.192.169,/,-2025574194,54.164.251.10,1,False,,,,,,,
chevronfcu.blendlabs.com,Not Found,404,12379,chevronfcu.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,chevronfcu.blendlabs.com,443,https://chevronfcu.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
citizensbank-he.beta.blendlabs.com,,200,140493,citizensbank-he.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,citizensbank-he.beta.blendlabs.com,443,https://citizensbank-he.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,cloudflare,,True,fonts.googleapis.com,
citizensbank-he.blendlabs.com,Not Found,404,12379,citizensbank-he.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,citizensbank-he.blendlabs.com,443,https://citizensbank-he.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
citizensfb.blendlabs.com,Not Found,404,12379,citizensfb.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,citizensfb.blendlabs.com,443,https://citizensfb.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
citizensone.beta.blendlabs.com,,200,223107,citizensone.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,citizensone.beta.blendlabs.com,443,https://citizensone.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,1363348456,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://smetrics.citizensbank.com/id?d_visid_ver=5.3.0&d_fieldgroup=MC&mcorgid=4C3B0C3755C3822E7F000101%40AdobeOrg&ts=1685648397479,
citizensone.blendlabs.com,Not Found,404,12379,citizensone.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,citizensone.blendlabs.com,443,https://citizensone.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
citizensone.training.blendlabs.com,,200,158976,citizensone.training.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-13T19:21:26Z,2023-10-11T19:21:25Z,CN=*.training.blendlabs.com,*.training.blendlabs.com,*.training.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5985a652ffb959b10e9497d6534d4013,ee83ddd49e3a45d7588ac97cc234e56448ec1efcd6be48211bf0d64693f5235d,True,ctls,citizensone.training.blendlabs.com,443,https://citizensone.training.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,1363348456,172.65.228.100,33,False,,Plaid,cloudflare,,True,www.google.com,
citybank.beta.blendlabs.com,,200,128726,citybank.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,citybank.beta.blendlabs.com,443,https://citybank.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,650717911,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://bl-prod-static-assets.s3.amazonaws.com,
citybank.blendlabs.com,Not Found,404,12379,citybank.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,citybank.blendlabs.com,443,https://citybank.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
cnb.beta.blendlabs.com,,200,124936,cnb.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,cnb.beta.blendlabs.com,443,https://cnb.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://apps.e-signlive.com,
cnbfl.blendlabs.com,Not Found,404,12379,cnbfl.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,cnbfl.blendlabs.com,443,https://cnbfl.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
columbiacu.beta.blendlabs.com,,200,221772,columbiacu.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,columbiacu.beta.blendlabs.com,443,https://columbiacu.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://app.mode.com,
commerce.beta.blendlabs.com,,200,138231,commerce.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,commerce.beta.blendlabs.com,443,https://commerce.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://payment-api-external.k8s.beta.blend.com,
commerce.blendlabs.com,Not Found,404,12379,commerce.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,commerce.blendlabs.com,443,https://commerce.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
commitment.blendlabs.com,Not Found,404,12379,commitment.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,commitment.blendlabs.com,443,https://commitment.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
commonwealth.blendlabs.com,,400,28,commonwealth.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,commonwealth.blendlabs.com,443,https://commonwealth.blendlabs.com:443,https,text/html,GET,54.174.21.110,/,-2025574194,54.156.58.121,1,False,,,,,,,
community-staging.blend.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,80,http://community-staging.blend.com:80,http,text/html,GET,18.66.112.43,/,450937335,18.66.112.41,20,False,,Amazon Web Services,cloudfront,CloudFront,True,,
community.blend.com,Security check,403,6710,help.blend.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-16T23:38:25Z,2023-09-14T23:38:24Z,CN=help.blend.com,help.blend.com,help.blend.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27da87063c0e02817a561ee6530665db,c6dcf765b0704b730ef9b5791ec4f295656fcb20755ee713584c67742fef3cee,,ctls,help.blend.com,443,https://community.blend.com:443,https,text/html,GET,18.66.112.101,/,-187507899,18.66.112.41,32,False,,Cloudflare,cloudfront,cloudflare,True,,https://help.blend.com/hc/en-us/community/topics/
compmort.blendlabs.com,Not Found,404,12379,compmort.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,compmort.blendlabs.com,443,https://compmort.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
concord.blendlabs.com,,400,28,concord.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,concord.blendlabs.com,443,https://concord.blendlabs.com:443,https,text/html,GET,54.211.133.253,/,-2025574194,54.156.58.121,1,False,,,,,,,
configdemo.beta.blendlabs.com,,200,117520,configdemo.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,configdemo.beta.blendlabs.com,443,https://configdemo.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://sentry.k8s.tools.blend.com,
cp.blendlabs.com,,200,71110,cp.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-10T08:04:35Z,2023-10-08T08:04:34Z,CN=cp.blendlabs.com,cp.blendlabs.com,cp.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e5bf3dc13b984c55893f0234e1c43f8f,ad23d30e0996a653995fc03a8f336ac724a17ca218e0aa79d843fc492ad81366,,ctls,cp.blendlabs.com,443,https://cp.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,477133321,172.65.242.70,33,False,,Plaid,cloudflare,,True,wss://faye.blendlabs.com,
crosscountrymortgage.beta.blendlabs.com,,200,142932,crosscountrymortgage.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,crosscountrymortgage.beta.blendlabs.com,443,https://crosscountrymortgage.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-1250757212,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://bl-beta-connex-static-assets.s3.amazonaws.com,
crosscountrymortgage.blendlabs.com,Not Found,404,12379,crosscountrymortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,crosscountrymortgage.blendlabs.com,443,https://crosscountrymortgage.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
csp-violations.k8s.prod.blend.com,,200,78,csp-violations.k8s.prod.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,csp-violations.k8s.prod.blend.com,443,https://csp-violations.k8s.prod.blend.com:443,https,application/json,GET,54.161.216.165,/,-138391155,54.237.16.157,2,False,,HSTS,,github.com/blend/go-sdk/web,,,
cstone.beta.blendlabs.com,,200,113016,cstone.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,cstone.beta.blendlabs.com,443,https://cstone.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,448829533,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://blend-backend-beta-lending.s3.amazonaws.com,
cstone.blendlabs.com,Not Found,404,12379,cstone.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,cstone.blendlabs.com,443,https://cstone.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
dart.beta.blendlabs.com,,200,119347,dart.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,dart.beta.blendlabs.com,443,https://dart.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,cloudflare,,True,https://eclose-public-proxy.k8s.beta.blend.com,
demo.blendlabs.com,Not Found,404,12379,demo.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,demo.blendlabs.com,443,https://demo.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
denali.beta.blendlabs.com,,200,113261,denali.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,denali.beta.blendlabs.com,443,https://denali.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,cloudflare,,True,*.doubleclick.net,
denali.blendlabs.com,Not Found,404,12379,denali.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,denali.blendlabs.com,443,https://denali.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
deque.beta.blendlabs.com,,400,28,deque.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,deque.beta.blendlabs.com,443,https://deque.beta.blendlabs.com:443,https,text/html,GET,54.164.251.10,/,-2025574194,54.198.192.169,1,False,,,,,,,
desertfinancial.blendlabs.com,Not Found,404,12379,desertfinancial.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,desertfinancial.blendlabs.com,443,https://desertfinancial.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,cloudflare,,True,,
dhimortgage.beta.blendlabs.com,,200,148981,dhimortgage.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,dhimortgage.beta.blendlabs.com,443,https://dhimortgage.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-1248581329,172.65.228.100,33,False,,Plaid,cloudflare,,True,www.google.com,
