input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_
capmed-47-61-26.ops.oasiscloud.io,404 Not Found,404,146,capmed-47-61-26.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,capmed-47-61-26.ops.oasiscloud.io,cloudflare,443,https://capmed-47-61-26.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,172.67.36.165,/,1494302000,2606:4700:10::ac43:24a5,HSTS,8,False,True,,
capmed-47-63-22.ops.oasiscloud.io,404 Not Found,404,146,capmed-47-63-22.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,capmed-47-63-22.ops.oasiscloud.io,cloudflare,443,https://capmed-47-63-22.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.58.107,/,1494302000,2606:4700:10::6816:3b6b,HSTS,8,False,True,,
capmed-47-91-54.ops.oasiscloud.io,404 Not Found,404,548,capmed-47-91-54.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,capmed-47-91-54.ops.oasiscloud.io,cloudflare,443,https://capmed-47-91-54.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,566218143,2606:4700:10::ac43:24a5,HSTS,14,False,True,,
capmed-47-94-53.ops.oasiscloud.io,404 Not Found,404,146,capmed-47-94-53.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,capmed-47-94-53.ops.oasiscloud.io,cloudflare,443,https://capmed-47-94-53.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,1494302000,2606:4700:10::6816:3b6b,HSTS,8,False,True,,
captivate.ops.oasiscloud.io,404 Not Found,404,146,captivate.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,captivate.ops.oasiscloud.io,cloudflare,443,https://captivate.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,1494302000,2606:4700:10::6816:3b6b,HSTS,8,False,True,,
care.ops.oasiscloud.io,404 Not Found,404,548,care.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,care.ops.oasiscloud.io,cloudflare,443,https://care.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.58.107,/,566218143,2606:4700:10::6816:3a6b,HSTS,14,False,True,,
careers-bettendorf.ops.oasiscloud.io,404 Not Found,404,548,careers-bettendorf.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,careers-bettendorf.ops.oasiscloud.io,cloudflare,443,https://careers-bettendorf.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,172.67.36.165,/,566218143,2606:4700:10::6816:3b6b,HSTS,14,False,True,,
careers-hcso.ops.oasiscloud.io,404 Not Found,404,146,careers-hcso.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,careers-hcso.ops.oasiscloud.io,cloudflare,443,https://careers-hcso.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.58.107,/,1494302000,2606:4700:10::6816:3b6b,HSTS,8,False,True,,
careers.ops.oasiscloud.io,404 Not Found,404,548,careers.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,careers.ops.oasiscloud.io,cloudflare,443,https://careers.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.58.107,/,566218143,2606:4700:10::ac43:24a5,HSTS,14,False,True,,
carnegie.ops.oasiscloud.io,404 Not Found,404,548,carnegie.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,carnegie.ops.oasiscloud.io,cloudflare,443,https://carnegie.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,172.67.36.165,/,566218143,2606:4700:10::ac43:24a5,HSTS,14,False,True,,
carry-swallow.ops.oasiscloud.io,404 Not Found,404,146,carry-swallow.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,carry-swallow.ops.oasiscloud.io,cloudflare,443,https://carry-swallow.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,1494302000,2606:4700:10::ac43:24a5,HSTS,8,False,True,,
carson-6-46-97-85.ops.oasiscloud.io,404 Not Found,404,146,carson-6-46-97-85.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,carson-6-46-97-85.ops.oasiscloud.io,cloudflare,443,https://carson-6-46-97-85.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,1494302000,2606:4700:10::6816:3a6b,HSTS,8,False,True,,
cassi.ops.oasiscloud.io,404 Not Found,404,548,cassi.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,cassi.ops.oasiscloud.io,cloudflare,443,https://cassi.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,566218143,2606:4700:10::6816:3a6b,HSTS,14,False,True,,
cb.ops.oasiscloud.io,404 Not Found,404,548,cb.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,cb.ops.oasiscloud.io,cloudflare,443,https://cb.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,172.67.36.165,/,566218143,2606:4700:10::6816:3a6b,HSTS,14,False,True,,
ccc01.ops.oasiscloud.io,404 Not Found,404,548,ccc01.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,ccc01.ops.oasiscloud.io,cloudflare,443,https://ccc01.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.58.107,/,566218143,2606:4700:10::ac43:24a5,HSTS,14,False,True,,
ccgwsl-sm.ops.oasiscloud.io,404 Not Found,404,548,ccgwsl-sm.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,ccgwsl-sm.ops.oasiscloud.io,cloudflare,443,https://ccgwsl-sm.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,566218143,2606:4700:10::ac43:24a5,HSTS,14,False,True,,
cdn.oasiscloud.io,,403,243,cdn.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-01T00:00:00Z,2023-08-16T23:59:59Z,CN=cdn.oasiscloud.io,cdn.oasiscloud.io,,cdn.oasiscloud.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7e7128aee61bbc4eae529b69734d874,f986748c45cfc9e1c49a187338552051c80c9e00c685b60657bdbeba577873ec,,ctls,cdn.oasiscloud.io,cloudfront,443,https://cdn.oasiscloud.io:443,https,AmazonS3,application/xml,GET,99.86.4.39,/,1642393268,99.86.4.22,Amazon Web Services,2,False,True,,
cdn.ops.oasiscloud.io,404 Not Found,404,548,cdn.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,cdn.ops.oasiscloud.io,cloudflare,443,https://cdn.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,172.67.36.165,/,566218143,2606:4700:10::6816:3b6b,HSTS,14,False,True,,
cdr.ops.oasiscloud.io,404 Not Found,404,146,cdr.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,cdr.ops.oasiscloud.io,cloudflare,443,https://cdr.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.58.107,/,1494302000,2606:4700:10::6816:3b6b,HSTS,8,False,True,,
cegeka.ops.oasiscloud.io,404 Not Found,404,548,,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://cegeka.ops.oasiscloud.io:80,http,cloudflare,text/html,GET,104.22.58.107,/,566218143,2606:4700:10::ac43:24a5,Cloudflare,14,False,True,,
celltest-kato.ops.oasiscloud.io,404 Not Found,404,548,,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://celltest-kato.ops.oasiscloud.io:80,http,cloudflare,text/html,GET,104.22.58.107,/,566218143,2606:4700:10::ac43:24a5,Cloudflare,14,False,True,,
celltest.ops.oasiscloud.io,404 Not Found,404,548,celltest.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,celltest.ops.oasiscloud.io,cloudflare,443,https://celltest.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,172.67.36.165,/,566218143,2606:4700:10::6816:3b6b,HSTS,14,False,True,,
certauth.ops.oasiscloud.io,404 Not Found,404,548,certauth.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,certauth.ops.oasiscloud.io,cloudflare,443,https://certauth.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,566218143,2606:4700:10::ac43:24a5,HSTS,14,False,True,,
certificate-manager.ops.oasiscloud.io,404 Not Found,404,548,certificate-manager.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,certificate-manager.ops.oasiscloud.io,cloudflare,443,https://certificate-manager.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,566218143,2606:4700:10::ac43:24a5,HSTS,14,False,True,,
certusappdev.ops.oasiscloud.io,404 Not Found,404,146,certusappdev.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,certusappdev.ops.oasiscloud.io,cloudflare,443,https://certusappdev.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,172.67.36.165,/,1494302000,2606:4700:10::6816:3b6b,HSTS,8,False,True,,
cet-0-2-1.ops.oasiscloud.io,404 Not Found,404,146,cet-0-2-1.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,cet-0-2-1.ops.oasiscloud.io,cloudflare,443,https://cet-0-2-1.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,1494302000,2606:4700:10::6816:3b6b,HSTS,8,False,True,,
cf-test.ops.oasiscloud.io,404 Not Found,404,146,cf-test.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,cf-test.ops.oasiscloud.io,cloudflare,443,https://cf-test.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,1494302000,2606:4700:10::6816:3a6b,HSTS,8,False,True,,
cfw-b-lab-dip17.ops.oasiscloud.io,404 Not Found,404,548,cfw-b-lab-dip17.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,cfw-b-lab-dip17.ops.oasiscloud.io,cloudflare,443,https://cfw-b-lab-dip17.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,172.67.36.165,/,566218143,2606:4700:10::6816:3b6b,HSTS,14,False,True,,
cfw2-b-gci.ops.oasiscloud.io,404 Not Found,404,146,cfw2-b-gci.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,cfw2-b-gci.ops.oasiscloud.io,cloudflare,443,https://cfw2-b-gci.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,1494302000,2606:4700:10::6816:3b6b,HSTS,8,False,True,,
cgcookie.ops.oasiscloud.io,404 Not Found,404,146,cgcookie.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,cgcookie.ops.oasiscloud.io,cloudflare,443,https://cgcookie.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,172.67.36.165,/,1494302000,2606:4700:10::6816:3b6b,HSTS,8,False,True,,
cge-0-2-9.ops.oasiscloud.io,404 Not Found,404,548,cge-0-2-9.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,cge-0-2-9.ops.oasiscloud.io,cloudflare,443,https://cge-0-2-9.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,172.67.36.165,/,566218143,2606:4700:10::6816:3a6b,HSTS,14,False,True,,
cge-0-3-4.ops.oasiscloud.io,404 Not Found,404,146,cge-0-3-4.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,cge-0-3-4.ops.oasiscloud.io,cloudflare,443,https://cge-0-3-4.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,1494302000,2606:4700:10::6816:3a6b,HSTS,8,False,True,,
chachouskitchen.ops.oasiscloud.io,404 Not Found,404,548,chachouskitchen.ops.oasiscloud.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=oasiscloud.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",oasiscloud.io,"Cloudflare, Inc.",*.ops.oasiscloud.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f4854c796f3f2b794f3728706b6a29ef,cd671c301fe64b4a257bbfed74248e5d5fabdf03cf8be8a93569f6499915bea9,True,ctls,chachouskitchen.ops.oasiscloud.io,cloudflare,443,https://chachouskitchen.ops.oasiscloud.io:443,https,cloudflare,text/html,GET,104.22.59.107,/,566218143,2606:4700:10::6816:3a6b,HSTS,14,False,True,,
